config,task,max_steps,seed,success,instruction,source_kind,source_path
demo_clean,handover_block,800,10000,0,Lift the red block with your left arm.,canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/handover_block/client/stseed-10000/metrics/handover_block/res.json
demo_clean,handover_block,800,10004,0,Place the red block onto the blue pad using the right arm.,canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/handover_block/client/stseed-10000/metrics/handover_block/res.json
demo_clean,handover_block,800,10005,0,Use left arm to grab the block and hand it to the right.,canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/handover_block/client/stseed-10000/metrics/handover_block/res.json
demo_clean,handover_block,800,20000,0,Use the left arm to grab the red block.,canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/handover_block/client/stseed-10000/metrics/handover_block/res.json
demo_clean,handover_block,800,20001,1,Use left arm to grab the block and hand it to the right.,canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/handover_block/client/stseed-10000/metrics/handover_block/res.json
demo_clean,handover_block,800,20002,0,Use the left arm to grab the red block.,canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/handover_block/client/stseed-10000/metrics/handover_block/res.json
demo_clean,handover_block,800,30000,0,"Grab the red block on the table with the left arm, switch to the right arm, and drop it on the blue pad.",canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/handover_block/client/stseed-10000/metrics/handover_block/res.json
demo_clean,handover_block,800,30001,0,"Pick up the red block using your left arm, pass it to the right arm, and place it on the blue pad.",canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/handover_block/client/stseed-10000/metrics/handover_block/res.json
demo_clean,handover_block,800,40000,0,Place the red block onto the blue pad using the right arm.,canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/handover_block/client/stseed-10000/metrics/handover_block/res.json
demo_clean,handover_block,800,40001,0,"Grab red block, pass to the right arm, then drop on blue pad.",canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/handover_block/client/stseed-10000/metrics/handover_block/res.json
demo_clean,handover_mic,600,10000,1,Lift the compact teal and white microphone and deliver it to the other side.,canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/handover_mic/client/stseed-10000/metrics/handover_mic/res.json
demo_clean,handover_mic,600,10001,1,"Grasp the microphone with black tip and white body, then give it to the other arm.",canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/handover_mic/client/stseed-10000/metrics/handover_mic/res.json
demo_clean,handover_mic,600,10002,1,"Take the microphone with rounded mesh head, pass it, and release it to complete the task.",canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/handover_mic/client/stseed-10000/metrics/handover_mic/res.json
demo_clean,handover_mic,600,10003,1,Reach for the gray and dark blue microphone and move it to the other hand.,canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/handover_mic/client/stseed-10000/metrics/handover_mic/res.json
demo_clean,handover_mic,600,10004,1,Hold the metal head microphone and pass it to the other hand.,canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/handover_mic/client/stseed-10000/metrics/handover_mic/res.json
demo_clean,handover_mic,600,10006,1,Use one hand to grab the compact size microphone and pass it.,canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/handover_mic/client/stseed-10000/metrics/handover_mic/res.json
demo_clean,handover_mic,600,10008,1,Lift the compact size microphone using the right arm and pass it to the left arm.,canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/handover_mic/client/stseed-10000/metrics/handover_mic/res.json
demo_clean,handover_mic,600,10011,1,Grab the microphone for voice recording and give it to the opposite arm.,canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/handover_mic/client/stseed-10000/metrics/handover_mic/res.json
demo_clean,handover_mic,600,10012,1,Lift the smooth plastic microphone handle and pass it across.,canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/handover_mic/client/stseed-10000/metrics/handover_mic/res.json
demo_clean,handover_mic,600,10013,1,Pick the rounded white tip microphone and transfer it to the other arm.,canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/handover_mic/client/stseed-10000/metrics/handover_mic/res.json
demo_clean,move_playingcard_away,400,10000,1,Grab the compact box for playing cards from the table and shift it outward.,canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/move_playingcard_away/client/stseed-10000/metrics/move_playingcard_away/res.json
demo_clean,move_playingcard_away,400,10001,1,Lift the rectangular box for card storage and relocate it off the table.,canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/move_playingcard_away/client/stseed-10000/metrics/move_playingcard_away/res.json
demo_clean,move_playingcard_away,400,10002,1,Shift the compact box for playing cards off the table to the side.,canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/move_playingcard_away/client/stseed-10000/metrics/move_playingcard_away/res.json
demo_clean,move_playingcard_away,400,10003,1,Grab the small playingcards container and shift it farther away from the table.,canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/move_playingcard_away/client/stseed-10000/metrics/move_playingcard_away/res.json
demo_clean,move_playingcard_away,400,10004,1,Pick up the blue playingcards box using the left arm and shift it outward.,canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/move_playingcard_away/client/stseed-10000/metrics/move_playingcard_away/res.json
demo_clean,move_playingcard_away,400,10005,1,Lift the blue pack holding playingcards and push it off the table.,canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/move_playingcard_away/client/stseed-10000/metrics/move_playingcard_away/res.json
demo_clean,move_playingcard_away,400,10006,1,Grab the box holding playing cards and move it further away.,canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/move_playingcard_away/client/stseed-10000/metrics/move_playingcard_away/res.json
demo_clean,move_playingcard_away,400,10007,1,Lift the blue pack holding playingcards and place it farther away with the left arm.,canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/move_playingcard_away/client/stseed-10000/metrics/move_playingcard_away/res.json
demo_clean,move_playingcard_away,400,10008,1,Grab the smooth playingcards holder and take it away from the table.,canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/move_playingcard_away/client/stseed-10000/metrics/move_playingcard_away/res.json
demo_clean,move_playingcard_away,400,10009,1,Move the red playingcards box off the table outward.,canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/move_playingcard_away/client/stseed-10000/metrics/move_playingcard_away/res.json
demo_clean,move_stapler_pad,400,10000,0,Lift the small lightweight blue stapler and drop it onto Black mat,canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/move_stapler_pad/client/stseed-10000/metrics/move_stapler_pad/res.json
demo_clean,move_stapler_pad,400,10001,0,Set the white stapler with rounded design onto the Red colored mat.,canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/move_stapler_pad/client/stseed-10000/metrics/move_stapler_pad/res.json
demo_clean,move_stapler_pad,400,10002,0,Use the left arm and place the handy blue stapler with metal parts on Magenta mat.,canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/move_stapler_pad/client/stseed-10000/metrics/move_stapler_pad/res.json
demo_clean,move_stapler_pad,400,10003,1,Put the compact office stapler on the Blue mat,canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/move_stapler_pad/client/stseed-10000/metrics/move_stapler_pad/res.json
demo_clean,move_stapler_pad,400,10004,0,the left arm moves the stapler with red top to the Blue mat.,canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/move_stapler_pad/client/stseed-10000/metrics/move_stapler_pad/res.json
demo_clean,move_stapler_pad,400,10005,1,Grab the red top black bottom stapler using the left arm and set it on Blue mat.,canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/move_stapler_pad/client/stseed-10000/metrics/move_stapler_pad/res.json
demo_clean,move_stapler_pad,400,10006,1,Pick the handheld stapler using the left arm and move it to Gray mat.,canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/move_stapler_pad/client/stseed-10000/metrics/move_stapler_pad/res.json
demo_clean,move_stapler_pad,400,10007,1,"With the left arm, position the stapler with black top section on the Red mat",canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/move_stapler_pad/client/stseed-10000/metrics/move_stapler_pad/res.json
demo_clean,move_stapler_pad,400,10008,0,Put the modern design stapler on the Green mat,canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/move_stapler_pad/client/stseed-10000/metrics/move_stapler_pad/res.json
demo_clean,move_stapler_pad,400,10009,0,Grab the curved black stapler with the right arm and drop it on Yellow mat.,canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/move_stapler_pad/client/stseed-10000/metrics/move_stapler_pad/res.json
demo_clean,open_laptop,700,10000,1,Use the right arm to raise the laptop with glass screen.,canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/open_laptop/client/stseed-10000/metrics/open_laptop/res.json
demo_clean,open_laptop,700,10001,1,Use the left arm to open the black plastic laptop with blue display.,canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/open_laptop/client/stseed-10000/metrics/open_laptop/res.json
demo_clean,open_laptop,700,10002,1,Raise the sleek black Toshiba computing laptop using the left arm.,canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/open_laptop/client/stseed-10000/metrics/open_laptop/res.json
demo_clean,open_laptop,700,10003,1,Raise the blue base black lid laptop to expose the screen,canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/open_laptop/client/stseed-10000/metrics/open_laptop/res.json
demo_clean,open_laptop,700,10004,1,Fully open the the lightweight laptop.,canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/open_laptop/client/stseed-10000/metrics/open_laptop/res.json
demo_clean,open_laptop,700,10006,1,Use the left arm to raise the thin portable laptop.,canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/open_laptop/client/stseed-10000/metrics/open_laptop/res.json
demo_clean,open_laptop,700,10007,0,Use the left arm to lift the black and silver laptop,canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/open_laptop/client/stseed-10000/metrics/open_laptop/res.json
demo_clean,open_laptop,700,10008,1,Gently lift the medium-sized laptop using the left arm,canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/open_laptop/client/stseed-10000/metrics/open_laptop/res.json
demo_clean,open_laptop,700,10009,1,Use the left arm to open the black laptop.,canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/open_laptop/client/stseed-10000/metrics/open_laptop/res.json
demo_clean,open_laptop,700,10010,1,Open the blue base black lid laptop completely.,canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/open_laptop/client/stseed-10000/metrics/open_laptop/res.json
demo_clean,pick_diverse_bottles,400,10003,1,Pick both the small curved plastic bottle and the bottle with red cap one after another.,canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/pick_diverse_bottles/client/stseed-10000/metrics/pick_diverse_bottles/res.json
demo_clean,pick_diverse_bottles,400,10004,1,"Catch the medium plastic bottle, then grab the white and blue bottle too.",canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/pick_diverse_bottles/client/stseed-10000/metrics/pick_diverse_bottles/res.json
demo_clean,pick_diverse_bottles,400,10008,1,Lift the drink bottle with rounded yellow lid and the medium orange bottle with separate arms.,canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/pick_diverse_bottles/client/stseed-10000/metrics/pick_diverse_bottles/res.json
demo_clean,pick_diverse_bottles,400,10010,1,Use both arms to lift the brown bottle and the round-bottom bottle with white cap.,canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/pick_diverse_bottles/client/stseed-10000/metrics/pick_diverse_bottles/res.json
demo_clean,pick_diverse_bottles,400,10014,1,Pick up the medium-size plastic bottle and then pick up the medium plastic bottle.,canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/pick_diverse_bottles/client/stseed-10000/metrics/pick_diverse_bottles/res.json
demo_clean,pick_diverse_bottles,400,10022,1,Lift the bottle with ridges near base and also take hold of the plastic bottle.,canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/pick_diverse_bottles/client/stseed-10000/metrics/pick_diverse_bottles/res.json
demo_clean,pick_diverse_bottles,400,10024,1,Lift the bottle with white neck and red top and the bottle with narrow top with separate arms.,canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/pick_diverse_bottles/client/stseed-10000/metrics/pick_diverse_bottles/res.json
demo_clean,pick_diverse_bottles,400,10026,1,"Hold the bottle with blue cap with one arm, hold the smooth brown bottle with green label with the other.",canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/pick_diverse_bottles/client/stseed-10000/metrics/pick_diverse_bottles/res.json
demo_clean,pick_diverse_bottles,400,10027,1,Use both arms to pick up the plastic bottle and the smooth red cylindrical bottle.,canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/pick_diverse_bottles/client/stseed-10000/metrics/pick_diverse_bottles/res.json
demo_clean,pick_diverse_bottles,400,10028,1,"Assign one arm to catch the yellow container with rounded edges, one for the bottle with green cap.",canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/pick_diverse_bottles/client/stseed-10000/metrics/pick_diverse_bottles/res.json
demo_clean,pick_dual_bottles,400,10000,1,"Hold the Coca-Cola bottle and the handheld green bottle, one in each hand.",canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/pick_dual_bottles/client/stseed-10000/metrics/pick_dual_bottles/res.json
demo_clean,pick_dual_bottles,400,10001,1,Lift the long thin bottle in one hand and the smooth green plastic bottle in the other.,canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/pick_dual_bottles/client/stseed-10000/metrics/pick_dual_bottles/res.json
demo_clean,pick_dual_bottles,400,10002,1,"Pick the dark drink bottle with logo with one hand, pick the plastic bottle next.",canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/pick_dual_bottles/client/stseed-10000/metrics/pick_dual_bottles/res.json
demo_clean,pick_dual_bottles,400,10003,1,"Handle the medium dark brown bottle, then handle the handheld green bottle without arm specifics.",canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/pick_dual_bottles/client/stseed-10000/metrics/pick_dual_bottles/res.json
demo_clean,pick_dual_bottles,400,10004,1,Use each arm to grab the red-capped bottle and the smooth green plastic bottle.,canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/pick_dual_bottles/client/stseed-10000/metrics/pick_dual_bottles/res.json
demo_clean,pick_dual_bottles,400,10005,1,Hold the bottle with ridges on bottom and the handheld green bottle using both arms.,canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/pick_dual_bottles/client/stseed-10000/metrics/pick_dual_bottles/res.json
demo_clean,pick_dual_bottles,400,10006,1,Use each arm to hold the long thin bottle and the medium-sized green bottle.,canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/pick_dual_bottles/client/stseed-10000/metrics/pick_dual_bottles/res.json
demo_clean,pick_dual_bottles,400,10007,1,"Catch the bottle with white neck and red top with one hand, catch the bottle with rounded neck with the other.",canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/pick_dual_bottles/client/stseed-10000/metrics/pick_dual_bottles/res.json
demo_clean,pick_dual_bottles,400,10008,1,"Raise the brown bottle with red label first, then grab the handheld green bottle next.",canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/pick_dual_bottles/client/stseed-10000/metrics/pick_dual_bottles/res.json
demo_clean,pick_dual_bottles,400,10009,1,"Grab the bottle with white neck and red top with an arm, grab the bottle with rounded neck next.",canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/pick_dual_bottles/client/stseed-10000/metrics/pick_dual_bottles/res.json
demo_clean,place_a2b_left,400,10000,1,Grab the box for playingcards with the left arm and shift it left of the golden baked bread.,canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/place_a2b_left/client/stseed-10000/metrics/place_a2b_left/res.json
demo_clean,place_a2b_left,400,10001,1,"With the left arm, position the blue bell left of the rubikscube plastic and smooth.",canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/place_a2b_left/client/stseed-10000/metrics/place_a2b_left/res.json
demo_clean,place_a2b_left,400,10002,0,Grab the smooth tea box with print with the left arm and set left of the soft loaf bread,canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/place_a2b_left/client/stseed-10000/metrics/place_a2b_left/res.json
demo_clean,place_a2b_left,400,10004,1,Place the smooth blue bell on the left of the compact woodenblock for organizing.,canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/place_a2b_left/client/stseed-10000/metrics/place_a2b_left/res.json
demo_clean,place_a2b_left,400,10005,1,Place the smooth cube with golden leaf designs left of the compact teal toycar using the left arm,canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/place_a2b_left/client/stseed-10000/metrics/place_a2b_left/res.json
demo_clean,place_a2b_left,400,10006,1,Adjust the blue bell to rest on the compact rectangular phone's left,canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/place_a2b_left/client/stseed-10000/metrics/place_a2b_left/res.json
demo_clean,place_a2b_left,400,10007,1,Place the phone featuring glass and silver frame to rest left of the bright blue toycar using the right arm,canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/place_a2b_left/client/stseed-10000/metrics/place_a2b_left/res.json
demo_clean,place_a2b_left,400,10009,1,Grab the toycar with white roof and teal body using the left arm and move left of the decorative woodenblock,canonical,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/place_a2b_left/client/stseed-10000/metrics/place_a2b_left/res.json
